Crop Name,Area Name,Area of Land in acres,Amount of Production in Tons,Year
Amon,Pabna,535450,247910,1978
Amon,Khulna,922595,475495,1978
Amon,Bakergonj,917765,449260,1978
Amon,Patuakhali,621120,311795,1979
Amon,Jessore,660790,303740,1979
Amon,Kushtia,171650,90055,1979
Amon,Bandarban,0,0,1979
Amon,Chittagong,608535,422545,1979
Amon,Comilla,914885,482810,1979
Amon,Khagrachari,0,0,1979
Amon,Noakhali,776810,359670,1979
Amon,Rangamati,69010,301500,1979
Amon,Sylhet,1098550,492030,1979
Amon,Dhaka,696170,332765,1979
Amon,Faridpur,660130,206400,1979
Amon,Jamalpur,499990,254870,1979
Amon,Kishoregonj,583460,297855,1979
Amon,Mymensingh,640370,360075,1979
Amon,Tangail,437225,194375,1979
Amon,Barisal,962920,418845,1979
Amon,Jessore,645155,307630,1979
Amon,Khulna,977685,495335,1979
Amon,Kushtia,134585,73525,1979
Amon,Patuakhali,659360,303785,1979
Amon,Bogra,632710,349095,1979
Amon,Dinajpur,850635,433165,1979
Amon,Pabna,517465,196795,1780
Amon,Rajshahi,1045610,471925,1780
Amon,Rangpur,1341590,797575,1780
Amon,Bandarban,0,0,1780
Amon,Chittagong,554020,439475,1780
Amon,Comilla,915980,505480,1780
Amon,Khagrachari,0,0,1780
Amon,Noakhali,747285,419850,1780
Amon,Rangamati,60425,54790,1780
Amon,Sylhet,1142490,568470,1780
Amon,Dhaka,655420,337585,1780
Amon,Faridpur,686535,193680,1780
Amon,Jamalpur,537515,267115,1780
Amon,Kishoregonj,580300,351570,1780
Amon,Mymensingh,648460,379105,1780
Amon,Tangail,454715,197820,1780
Amon,Barisal,926545,455425,1780
Amon,Jessore,668185,293055,1780
Amon,Khulna,989470,508675,1780
Amon,Kushtia,141075,75370,1780
Amon,Patuakhali,685735,336925,1780
Amon,Bogra,623220,389105,1780
Amon,Dinajpur,884660,497605,1780
Amon,Pabna,533160,197995,1981
Amon,Rajshahi,1087435,515835,1981
Amon,Rangpur,1395255,851910,1981
Amon,Bandarban,0,0,1981
Amon,Chittagong,551645,352320,1981
Amon,Comilla,912050,441920,1981
Amon,Khagrachari,0,0,1981
Amon,Noakhali,717150,306850,1981
Amon,Rangamati,87095,50380,1981
Amon,Sylhet,1137590,509035,1981
Amon,Dhaka,652610,315175,1981
Amon,Faridpur,683590,210275,1981
Amon,Jamalpur,535210,228110,1981
Amon,Kishoregonj,577810,307220,1981
Amon,Mymensingh,645685,312085,1981
Amon,Tangail,452765,184640,1981
Amon,Barisal,922570,405310,1981
Amon,Jessore,665235,267640,1981
Amon,Khulna,985225,465370,1981
Amon,Kushtia,140470,68640,1981
Amon,Patuakhali,682795,313075,1981
Amon,Bogra,620545,351155,1981
Amon,Dinajpur,880865,442845,1981
Amon,Pabna,530875,227290,1982
Amon,Rajshahi,1082770,513660,1982
Amon,Rangpur,1389270,821520,1982
Amon,Bandarban,0,0,1982
Amon,Chittagong,549115,403695,1982
Amon,Comilla,925195,494835,1982
Amon,Khagrachari,0,0,1982
Amon,Noakhali,698420,336245,1982
Amon,Rangamati,81320,54360,1982
Amon,Sylhet,1142050,525610,1982
Amon,Dhaka,650250,315055,1982
Amon,Faridpur,714790,227050,1982
Amon,Jamalpur,520425,245950,1982
Amon,Kishoregonj,578460,325755,1982
Amon,Mymensingh,649100,350950,1982
Amon,Tangail,439180,200940,1982
Amon,Barisal,920925,424030,1982
Amon,Jessore,651930,291130,1982
Amon,Khulna,989970,493190,1982
Amon,Kushtia,143845,67140,1982
Amon,Patuakhali,688520,328275,1982
Amon,Bogra,636145,356310,1982
Amon,Dinajpur,875150,453675,1982
Amon,Pabna,520260,228215,1983
Amon,Rajshahi,1061115,508275,1983
Amon,Rangpur,1381250,852665,1983
Amon,Bandarban,12970,10775,1983
Amon,Chittagong,556480,408530,1983
Amon,Comilla,926855,493810,1983
Amon,Khagrachari,0,0,1983
Amon,Noakhali,701895,367575,1983
Amon,Rangamati,72070,49485,1983
Amon,Sylhet,1157365,564415,1983
Amon,Dhaka,648480,312090,1983
Amon,Faridpur,683225,237730,1983
Amon,Jamalpur,497220,236660,1983
Amon,Kishoregonj,586215,281905,1983
Amon,Mymensingh,644795,342825,1983
Amon,Tangail,428845,201840,1983
Amon,Barisal,933275,455880,1983
Amon,Jessore,654045,327780,1983
Amon,Khulna,1003265,520440,1983
Amon,Kushtia,143805,80345,1983
Amon,Patuakhali,697755,365480,1983
Amon,Bogra,644675,389345,1983
Amon,Dinajpur,880805,498180,1983
Amon,Pabna,519180,243100,1984
Amon,Rajshahi,1066310,551660,1984
Amon,Rangpur,1385700,871875,1984
Amon,Bandarban,13750,10820,1984
Amon,Chittagong,552520,422680,1984
Amon,Comilla,877415,482465,1984
Amon,Khagrachari,27540,22465,1984
Amon,Noakhali,733905,423035,1984
Amon,Rangamati,15540,13305,1984
Amon,Sylhet,992270,505570,1984
Amon,Dhaka,634450,301180,1984
Amon,Faridpur,537420,185825,1984
Amon,Jamalpur,467500,242455,1984
Amon,Kishoregonj,600400,324940,1984
Amon,Mymensingh,651985,373395,1984
Amon,Tangail,380745,158900,1984
Amon,Barisal,921770,482515,1984
Amon,Jessore,516120,322345,1984
Amon,Khulna,1011125,622720,1984
Amon,Kushtia,161975,107115,1984
Amon,Patuakhali,721875,363885,1984
Amon,Bogra,617840,425525,1984
Amon,Dinajpur,870395,529000,1984
Amon,Pabna,414165,157730,1985
Amon,Rajshahi,1013430,525265,1985
Amon,Rangpur,1386395,927940,1985
Amon,Bandarban,12270,9485,1985
Amon,Chittagong,544560,429280,1985
Amon,Comilla,936750,531450,1985
Amon,Khagrachari,36175,29845,1985
Amon,Noakhali,781080,418640,1985
Amon,Rangamati,17015,14895,1985
Amon,Sylhet,1131000,582750,1985
Amon,Dhaka,621540,309690,1985
Amon,Faridpur,669400,255720,1985
Amon,Jamalpur,460810,263500,1985
Amon,Kishoregonj,570380,321405,1985
Amon,Mymensingh,673940,435315,1985
Amon,Tangail,378190,177945,1985
Amon,Barisal,978000,531460,1985
Amon,Jessore,678820,412170,1985
Amon,Khulna,1039360,607875,1985
Amon,Kushtia,198125,120575,1985
Amon,Patuakhali,751210,396315,1985
Amon,Bogra,657855,445610,1985
Amon,Dinajpur,869605,545785,1985
Amon,Pabna,458100,212475,1986
Amon,Rajshahi,1035080,557255,1986
Amon,Rangpur,1408610,930040,1986
Amon,Bandarban,13440,11340,1986
Amon,Chittagong,620580,509515,1986
Amon,Comilla,938715,524325,1986
Amon,Khagrachari,26625,20435,1986
Amon,Noakhali,731965,418945,1986
Amon,Rangamati,16240,15005,1986
Amon,Sylhet,1098450,552580,1986
Amon,Dhaka,695215,335545,1986
Amon,Faridpur,688955,258750,1986
Amon,Jamalpur,468645,263115,1986
Amon,Kishoregonj,621015,327035,1986
Amon,Mymensingh,639760,382480,1986
Amon,Tangail,420840,193500,1986
Amon,Barisal,984260,544565,1986
Amon,Jessore,663360,380690,1986
Amon,Khulna,1010110,497020,1986
Amon,Kushtia,191825,114095,1986
Amon,Patuakhali,775400,379240,1986
Amon,Bogra,632080,410070,1986
Amon,Dinajpur,866875,525085,1986
Amon,Pabna,470540,203635,1987
Amon,Rajshahi,991505,510140,1987
Amon,Rangpur,1391705,887815,1987
Amon,Bandarban,15225,9545,1987
Amon,Chittagong,642560,514370,1987
Amon,Comilla,870745,496500,1987
Amon,Khagrachari,23455,19580,1987
Amon,Noakhali,600730,316665,1987
Amon,Rangamati,15660,15675,1987
Amon,Sylhet,1048405,578830,1987
Amon,Dhaka,573270,258080,1987
Amon,Faridpur,687575,211715,1987
Amon,Jamalpur,432305,227125,1987
Amon,Kishoregonj,481650,314495,1987
Amon,Mymensingh,577835,378395,1987
Amon,Tangail,386730,160535,1987
Amon,Barisal,978440,518635,1987
Amon,Jessore,651040,360325,1987
Amon,Khulna,905605,524560,1987
Amon,Kushtia,203980,129115,1987
Amon,Patuakhali,776035,411050,1987
Amon,Bogra,530695,351510,1987
Amon,Dinajpur,858205,504820,1987
Amon,Pabna,261755,99250,1988
Amon,Rajshahi,858180,421215,1988
Amon,Rangpur,1382000,868350,1988
Amon,Bandarban,16640,14550,1988
Amon,Chittagong,702605,514385,1988
Amon,Comilla,712680,424130,1988
Amon,Khagrachari,23390,18555,1988
Amon,Noakhali,674335,372470,1988
Amon,Rangamati,15655,11560,1988
Amon,Sylhet,803170,373735,1988
Amon,Dhaka,367715,148600,1988
Amon,Faridpur,669925,174735,1988
Amon,Jamalpur,326255,176005,1988
Amon,Kishoregonj,383670,234970,1988
Amon,Mymensingh,509685,289265,1988
Amon,Tangail,88810,39530,1988
Amon,Barisal,944635,453095,1988
Amon,Jessore,568290,343025,1988
Amon,Khulna,972330,462000,1988
Amon,Kushtia,204990,140310,1988
Amon,Patuakhali,786065,311490,1988
Amon,Bogra,487065,325785,1988
Amon,Dinajpur,1011355,624425,1988
Amon,Pabna,251465,109185,1989
Amon,Rajshahi,777010,450810,1989
Amon,Rangpur,1308645,844570,1989
Amon,Bandarban,17970,16590,1989
Amon,Chittagong,673750,526470,1989
Amon,Comilla,885545,667890,1989
Amon,Khagrachari,22050,18800,1989
Amon,Noakhali,657420,379270,1989
Amon,Rangamati,16270,13160,1989
Amon,Sylhet,980590,575960,1989
Amon,Dhaka,430280,241600,1989
Amon,Faridpur,532970,195170,1989
Amon,Jamalpur,365090,218220,1989
Amon,Kishoregonj,465480,313080,1989
Amon,Mymensingh,584820,385390,1989
Amon,Tangail,305710,170370,1989
Amon,Barisal,952930,573240,1989
Amon,Jessore,704570,538590,1989
Amon,Khulna,1072710,654590,1989
Amon,Kushtia,228875,176680,1989
Amon,Patuakhali,769080,394960,1989
Amon,Bogra,581050,458680,1989
Amon,Dinajpur,1082910,763120,1989
Amon,Pabna,297125,173840,1990
Amon,Rajshahi,1008425,675610,1990
Amon,Rangpur,1458990,70760,1990
Amon,Bandarban,18730,16610,1990
Amon,Chittagong,660810,537650,1990
Amon,Comilla,888160,611860,1990
Amon,Khagrachari,24860,24710,1990
Amon,Noakhali,660150,303790,1990
Amon,Rangamati,17420,15100,1990
Amon,Sylhet,1040900,627130,1990
Amon,Dhaka,479930,249020,1990
Amon,Faridpur,498260,194890,1990
Amon,Jamalpur,369140,218770,1990
Amon,Kishoregonj,466260,317250,1990
Amon,Mymensingh,611070,339460,1990
Amon,Tangail,339330,176940,1990
Amon,Barisal,939650,531860,1990
Amon,Jessore,716000,529220,1990
Amon,Khulna,997570,627900,1990
Amon,Kushtia,233800,185390,1990
Amon,Patuakhali,768630,332770,1990
Amon,Bogra,619240,486210,1990
Amon,Dinajpur,1057600,793460,1990
Amon,Pabna,331000,203800,1991
Amon,Rajshahi,1011270,730970,1991
Amon,Rangpur,1522980,112230,1991
Amon,Bandarban,19330,19330,1991
Amon,Chittagong,658900,580430,1991
Amon,Comilla,814520,528270,1991
Amon,Khagrachari,22560,17290,1991
Amon,Noakhali,653750,368800,1991
Amon,Rangamati,21600,17970,1991
Amon,Sylhet,903670,580130,1991
Amon,Dhaka,488070,261330,1991
Amon,Faridpur,549470,246230,1991
Amon,Jamalpur,392950,246080,1991
Amon,Kishoregonj,436420,307390,1991
Amon,Mymensingh,578100,344280,1991
Amon,Tangail,257520,145180,1991
Amon,Barisal,931550,484260,1991
Amon,Jessore,776650,630830,1991
Amon,Khulna,1059780,655250,1991
Amon,Kushtia,231770,190190,1991
Amon,Patuakhali,774550,391020,1991
Amon,Bogra,607990,506820,1991
Amon,Dinajpur,1043090,713620,1991
Amon,Pabna,307090,194260,1992
Amon,Rajshahi,978820,710750,1992
Amon,Rangpur,1560020,129180,1992
Amon,Bandarban,19990,20720,1992
Amon,Chittagong,636490,581510,1992
Amon,Comilla,866650,586350,1992
Amon,Khagrachari,22770,18310,1992
Amon,Noakhali,651130,381760,1992
Amon,Rangamati,22300,18650,1992
Amon,Sylhet,1028030,650460,1992
Amon,Dhaka,489450,266390,1992
Amon,Faridpur,602080,266490,1992
Amon,Jamalpur,410070,244070,1992
Amon,Kishoregonj,478800,342090,1992
Amon,Mymensingh,581350,379660,1992
Amon,Tangail,335570,167900,1992
Amon,Barisal,930230,509500,1992
Amon,Jessore,801050,591260,1992
Amon,Khulna,1011220,643210,1992
Amon,Kushtia,239530,199020,1992
Amon,Patuakhali,762100,406720,1992
Amon,Bogra,615730,537340,1992
Amon,Dinajpur,1028070,735430,1992
Amon,Pabna,378380,234040,1993
Amon,Rajshahi,997810,766840,1993
Amon,Rangpur,1532490,131990,1993
Amon,Bandarban,20610,20220,1993
Amon,Chittagong,644450,593680,1993
Amon,Comilla,937300,577940,1993
Amon,Khagrachari,23550,21900,1993
Amon,Noakhali,652340,391270,1993
Amon,Rangamati,19000,16580,1993
Amon,Sylhet,1016850,623970,1993
Amon,Dhaka,457690,242210,1993
Amon,Faridpur,540080,204900,1993
Amon,Jamalpur,472450,293650,1993
Amon,Kishoregonj,427710,307220,1993
Amon,Mymensingh,578700,412510,1993
Amon,Tangail,325410,173870,1993
Amon,Barisal,949770,494550,1993
Amon,Jessore,777330,586980,1993
Amon,Khulna,974020,648610,1993
Amon,Kushtia,243000,178100,1993
Amon,Patuakhali,770440,430490,1993
Amon,Bogra,588950,508880,1993
Amon,Dinajpur,957730,684730,1993
Amon,Pabna,326110,149470,1994
Amon,Rajshahi,967010,708430,1994
Amon,Rangpur,1541410,159020,1994
Amon,Bandarban,20910,19830,1994
Amon,Chittagong,625790,608260,1994
Amon,Comilla,953360,584110,1994
Amon,Khagrachari,21820,20010,1994
Amon,Noakhali,647260,370400,1994
Amon,Rangamati,21710,19770,1994
Amon,Sylhet,1076370,644730,1994
Amon,Dhaka,451350,231800,1994
Amon,Faridpur,599730,220370,1994
Amon,Jamalpur,402950,237160,1994
Amon,Kishoregonj,466690,335850,1994
Amon,Mymensingh,569780,368540,1994
Amon,Tangail,216780,146490,1994
Amon,Barisal,894440,379660,1994
Amon,Jessore,772250,525490,1994
Amon,Khulna,962060,547390,1994
Amon,Kushtia,243080,170840,1994
Amon,Patuakhali,777220,348230,1994
Amon,Bogra,582220,470940,1994
Amon,Dinajpur,861720,518250,1994
Amon,Pabna,348710,172010,1995
Amon,Rajshahi,940960,609980,1995
Amon,Rangpur,1278560,953840,1995
Amon,Bandarban,23550,22420,1995
Amon,Chittagong,236150,533030,1995
Amon,Comilla,956940,609490,1995
Amon,Khagrachari,22310,20540,1995
Amon,Noakhali,679960,398220,1995
Amon,Rangamati,23470,18970,1995
Amon,Sylhet,1050480,661280,1995
Amon,Dhaka,405740,188060,1995
Amon,Faridpur,558910,202560,1995
Amon,Jamalpur,430320,239500,1995
Amon,Kishoregonj,501020,344270,1995
Amon,Mymensingh,591570,346300,1995
Amon,Tangail,281000,164920,1995
Amon,Barisal,897090,480630,1995
Amon,Jessore,1436670,628160,1995
Amon,Khulna,896610,594910,1995
Amon,Kushtia,269270,196900,1995
Amon,Patuakhali,812490,428060,1995
Amon,Bogra,558400,363210,1995
Amon,Dinajpur,990400,624450,1995
Amon,Pabna,324570,179180,1996
Amon,Rajshahi,924810,576970,1996
Amon,Rangpur,1390210,968300,1996
Amon,Bandarban,22540,21840,1996
Amon,Chittagong,615910,553840,1996
Amon,Comilla,882090,579340,1996
Amon,Khagrachari,22200,20560,1996
Amon,Noakhali,685600,416310,1996
Amon,Rangamati,23570,20900,1996
Amon,Sylhet,1061700,732580,1996
Amon,Dhaka,426630,243080,1996
Amon,Faridpur,561970,245790,1996
Amon,Jamalpur,455680,309380,1996
Amon,Kishoregonj,516050,359390,1996
Amon,Mymensingh,615079,400240,1996
Amon,Tangail,309970,195140,1996
Amon,Barisal,884830,477870,1996
Amon,Jessore,786980,594860,1996
Amon,Khulna,937240,647200,1996
Amon,Kushtia,257750,211370,1996
Amon,Patuakhali,815010,372190,1996
Amon,Bogra,605280,424030,1996
Amon,Dinajpur,1030900,671870,1996
Amon,Pabna,372020,208420,1997
Amon,Rajshahi,980020,676540,1997
Amon,Rangpur,1469520,1169040,1997
Amon,Bandarban,18190,17870,1997
Amon,Chittagong,448770,406090,1997
Amon,Comilla,799370,462280,1997
Amon,Khagrachari,19030,18490,1997
Amon,Noakhali,585410,313070,1997
Amon,Rangamati,20190,19530,1997
Amon,Sylhet,1051260,690980,1997
Amon,Dhaka,393290,208110,1997
Amon,Faridpur,545440,234360,1997
Amon,Jamalpur,445560,280550,1997
Amon,Kishoregonj,419190,242460,1997
Amon,Mymensingh,534180,242760,1997
Amon,Tangail,295970,151690,1997
Amon,Barisal,871970,346050,1997
Amon,Jessore,789160,571600,1997
Amon,Khulna,892160,488940,1997
Amon,Kushtia,259720,211720,1997
Amon,Patuakhali,809120,287450,1997
Amon,Bogra,579610,405200,1997
Amon,Dinajpur,959050,600440,1997
Amon,Pabna,374870,212800,1998
Amon,Rajshahi,991830,720270,1998
Amon,Rangpur,1441770,113929,1998
Amon,Bandarban,17990,18490,1998
Amon,Chittagong,455640,399950,1998
Amon,Comilla,567600,336120,1998
Amon,Khagrachari,17510,15730,1998
Amon,Noakhali,514030,304930,1998
Amon,Rangamati,21110,20180,1998
Amon,Sylhet,1049330,641100,1998
Amon,Dhaka,277420,112120,1998
Amon,Faridpur,390940,136560,1998
Amon,Jamalpur,323110,208310,1998
Amon,Kishoregonj,362720,188170,1998
Amon,Mymensingh,477100,236200,1998
Amon,Tangail,162880,69010,1998
Amon,Barisal,820960,342100,1998
Amon,Jessore,656380,475630,1998
Amon,Khulna,886930,601310,1998
Amon,Kushtia,259010,206610,1998
Amon,Patuakhali,790300,422600,1998
Amon,Bogra,529900,347760,1998
Amon,Dinajpur,943070,473000,1998
Amon,Pabna,313940,165760,1998
Amon,Rajshahi,915420,732660,1998
Amon,Rangpur,1268330,762280,1998
Amon,Bandarban,19250,17550,1999
Amon,Chittagong,614440,570110,1999
Amon,Comilla,832240,538360,1999
Amon,Khagrachari,26620,23800,1999
Amon,Noakhali,658540,466820,1999
Amon,Rangamati,24080,21650,1999
Amon,Sylhet,1059740,750870,1999
Amon,Dhaka,426970,241720,1999
Amon,Faridpur,534010,265530,1999
Amon,Jamalpur,422720,295220,1999
Amon,Kishoregonj,515480,380920,1999
Amon,Mymensingh,612230,467410,1999
Amon,Tangail,313510,229520,1999
Amon,Barisal,876760,532156,1999
Amon,Jessore,762940,691260,1999
Amon,Khulna,922940,740020,1999
Amon,Kushtia,266600,262220,1999
Amon,Patuakhali,822480,518740,1999
Amon,Bogra,579900,441180,1999
Amon,Dinajpur,1034870,630180,1999
Amon,Pabna,365320,239230,1999
Amon,Rajshahi,970660,800330,1999
Amon,Rangpur,1435000,1181190,1999
Amon,Bandarban,21350,23650,2000
Amon,Chittagong,624270,666350,2000
Amon,Comilla,794680,645310,2000
Amon,Khagrachari,36690,36360,2000
Amon,Noakhali,675760,543080,2000
Amon,Rangamati,24110,27370,2000
Amon,Sylhet,1007660,762830,2000
Amon,Dhaka,491320,392150,2000
Amon,Faridpur,553110,331350,2000
Amon,Jamalpur,432590,318490,2000
Amon,Kishoregonj,474630,412290,2000
Amon,Mymensingh,655150,538040,2000
Amon,Tangail,365390,277650,2000
Amon,Barisal,937640,608300,2000
Amon,Jessore,622400,517220,2000
Amon,Khulna,850850,664430,2000
Amon,Kushtia,255720,225210,2000
Amon,Patuakhali,862300,591110,2000
Amon,Bogra,570890,473100,2000
Amon,Dinajpur,1034270,799250,2000
Amon,Pabna,416760,321200,2000
Amon,Rajshahi,971600,853070,2000
Amon,Rangpur,1430750,1221120,2000
Amon,Bandarban,20520,22320,2001
Amon,Chittagong,647120,676750,2001
Amon,Comilla,743070,610400,2001
Amon,Khagrachari,43770,41690,2001
Amon,Noakhali,686420,513710,2001
Amon,Rangamati,25140,29170,2001
Amon,Sylhet,969430,745360,2001
Amon,Dhaka,502040,383320,2001
Amon,Faridpur,579080,323150,2001
Amon,Jamalpur,425200,314180,2001
Amon,Kishoregonj,482630,388850,2001
Amon,Mymensingh,657900,494600,2001
Amon,Tangail,352170,248640,2001
Amon,Barisal,938790,581460,2001
Amon,Jessore,658140,616810,2001
Amon,Khulna,873040,691480,2001
